rx,ry,rtheta,hx1,hy1,hx2,hy2
2.49861,10.7072,-1.58,4,13.6,9,3.5
2.49851,10.6972,-1.58,4,13.45,9,3.65
2.49842,10.6872,-1.6,4,13.3,9,3.8
2.49813,10.6772,-1.64,4,13.15,9,3.95
2.49744,10.6672,-1.68,4,13,9,4.1
2.49635,10.6573,-1.73,4,12.85,9,4.25
2.49476,10.6474,-1.83,4,12.7,9,4.4
2.4922,10.6378,-1.93,4,12.55,9,4.55
2.48869,10.6284,-2.03,4,12.4,9,4.7
2.48425,10.6194,-2.13,4,12.25,9,4.85
2.47895,10.6109,-2.23,4,12.1,9,5
2.47282,10.603,-2.33,4,11.95,9,5.15
2.46594,10.5958,-2.43,4,11.8,9,5.3
2.45837,10.5893,-2.53,4,11.65,9,5.45
2.45018,10.5835,-2.63,4,11.5,9,5.6
2.44146,10.5786,-2.54,4,11.35,9,5.75
2.43322,10.573,-2.64,4,11.5,9,5.9
2.42445,10.5682,-2.74,4,11.65,9,6.05
2.41524,10.5642,-2.84,4,11.8,9,6.2
2.40569,10.5613,-2.94,4,11.95,9,6.35
2.3959,10.5593,-3.04,4,12.1,9,6.5
2.38595,10.5583,-3.14,4,12.25,9,6.65
2.37595,10.5582,-3.24,4,12.4,9,6.8
2.366,10.5592,-3.34,4,12.55,9,6.95
2.35619,10.5612,-3.44,4,12.7,9,7.1
2.34663,10.5641,-3.54,4,12.85,9,7.25
2.33742,10.568,-3.64,4,13,9,7.4
2.32863,10.5728,-3.74,4,13.15,9,7.55
2.32037,10.5784,-3.84,4,13.3,9,7.4
2.31271,10.5849,-3.94,4,13.45,9,7.25
2.30574,10.592,-4.04,4,13.6,9,7.1
2.29951,10.5998,-4.14,4,13.75,9,6.95
2.29409,10.6082,-4.24,4,13.9,9,6.8
2.28954,10.6172,-4.34,4,14.05,9,6.65
2.2859,10.6265,-4.44,4,14.2,9,6.5
2.26169,10.7131,-4.54,4,14.35,9,6.35
2.24625,10.8018,-4.64,4,14.5,9,6.2
2.23974,10.8916,-4.74,4,14.65,9,6.05
2.24222,10.9815,-4.84,4,14.8,9,5.9
2.25241,11.0609,-4.93,4,14.95,9,5.75
2.26968,11.139,-5.02,4,15.1,9,5.6
2.29087,11.2057,-5.1,4,15.25,9,5.45
2.31733,11.2705,-5.18,4,15.4,9,5.3
2.34888,11.333,-5.25,4,15.55,9,5.15
2.37961,11.3846,-5.32,4,15.4,9,5
2.41386,11.4338,-5.39,4,15.25,9,4.85
2.45148,11.4806,-5.45,4,15.1,9,4.7
2.4851,11.5176,-5.51,4,14.95,9,4.55
2.52089,11.5525,-5.56,4,14.8,9,4.4
2.55837,11.5856,-5.61,4,14.65,9,4.25
2.59746,11.6167,-5.66,4,14.5,9,4.1
2.62995,11.6401,-5.7,4,14.35,9,3.95
2.66333,11.6621,-5.74,4,14.2,9,3.8
2.69758,11.6828,-5.78,4,14.05,9,3.65
2.73262,11.7021,-5.82,4,13.9,9,3.5
2.75946,11.7155,-5.85,4,13.75,9,3.35
2.78669,11.7281,-5.88,4,13.6,9,3.2
2.81428,11.7398,-5.91,4,13.45,9,3.05
2.84222,11.7508,-5.94,4,13.3,9,2.9
2.87047,11.7609,-5.97,4,13.15,9,2.75
2.89901,11.7701,-6,4,13,9,2.6
2.92781,11.7785,-6.03,4,12.85,9,2.45
2.94718,11.7835,-6.05,4,12.7,9,2.6
2.96663,11.7881,-6.07,4,12.55,9,2.75
2.98618,11.7924,-6.1,4,12.4,9,2.9
3.00585,11.796,-6.13,4,12.25,9,3.05
3.02561,11.7991,-6.16,4,12.1,9,3.2
3.04546,11.8015,-6.18,4,11.95,9,3.35
3.06535,11.8036,-6.2,4,11.8,9,3.5
3.08529,11.8052,-6.22,4,11.65,9,3.65
3.10525,11.8065,-6.24,4,11.5,9,3.8
3.12523,11.8074,-6.27,4,11.35,9,3.95
3.14523,11.8076,-6.31,4,11.5,9,4.1
3.15522,11.8074,-6.34,4,11.65,9,4.25
3.16521,11.8068,-6.37,4,11.8,9,4.4
3.17517,11.8059,-6.4,4,11.95,9,4.55
3.1851,11.8048,-6.43,4,12.1,9,4.7
3.19499,11.8033,-6.45,4,12.25,9,4.85
3.20485,11.8016,-6.47,4,12.4,9,5
3.21468,11.7998,-6.48,4,12.55,9,5.15
3.22449,11.7978,-6.49,4,12.7,9,5.3
3.23427,11.7958,-6.5,4,12.85,9,5.45
3.24404,11.7936,-6.51,4,13,9,5.6
3.25378,11.7914,-6.52,4,13.15,9,5.75
3.2635,11.789,-6.53,4,13.3,9,5.9
3.2732,11.7866,-6.54,4,13.45,9,6.05
3.28287,11.784,-6.54,4,13.6,9,6.2
3.29254,11.7815,-6.54,4,13.75,9,6.35
3.30222,11.779,-6.54,4,13.9,9,6.5
3.31189,11.7764,-6.54,4,14.05,9,6.65
3.32156,11.7739,-6.55,4,14.2,9,6.8
3.33121,11.7713,-6.57,4,14.35,9,6.95
3.3408,11.7684,-6.6,4,14.5,9,7.1
3.3503,11.7653,-6.64,4,14.65,9,7.25
3.35967,11.7618,-6.68,4,14.8,9,7.4
3.36889,11.7579,-6.72,4,14.95,9,7.55
3.37795,11.7537,-6.77,4,15.1,9,7.4
3.38679,11.749,-6.82,4,15.25,9,7.25
3.39539,11.7439,-6.87,4,15.4,9,7.1
3.40371,11.7384,-6.92,4,15.55,9,6.95
3.41175,11.7324,-6.97,4,15.4,9,6.8
3.41949,11.7261,-7.02,4,15.25,9,6.65
3.42689,11.7194,-7.07,4,15.1,9,6.5
3.43395,11.7123,-7.12,4,14.95,9,6.35
3.44065,11.7049,-7.17,4,14.8,9,6.2
3.44697,11.6971,-7.22,4,14.65,9,6.05
3.45289,11.6891,-7.26,4,14.5,9,5.9
3.45849,11.6808,-7.32,4,14.35,9,5.75
3.46358,11.6722,-7.28,4,14.2,9,5.6
3.46901,11.6638,-7.24,4,14.05,9,5.45
3.47477,11.6556,-7.2,4,13.9,9,5.3
3.48085,11.6477,-7.16,4,13.75,9,5.15
3.48725,11.64,-7.13,4,13.6,9,5
3.54686,11.5726,-7.09,4,13.45,9,4.85
3.60912,11.5076,-7.05,4,13.3,9,4.7
3.67394,11.4451,-7.01,4,13.15,9,4.55
3.74119,11.3853,-6.97,4,13,9,4.4
3.81079,11.3282,-6.93,4,12.85,9,4.25
3.88261,11.274,-6.9,4,12.7,9,4.1
3.95602,11.2219,-6.87,4,12.55,9,3.95
4.03097,11.1721,-6.84,4,12.4,9,3.8
4.10737,11.1246,-6.82,4,12.25,9,3.65
4.18471,11.0785,-6.8,4,12.1,9,3.5
4.26296,11.0341,-6.78,4,11.95,9,3.35
4.34208,10.9912,-6.76,4,11.8,9,3.2
4.42204,10.9499,-6.74,4,11.65,9,3.05
4.50281,10.9102,-6.72,4,11.5,9,2.9
4.58436,10.8721,-6.69,4,11.35,9,2.75
4.66701,10.8365,-6.67,4,11.5,9,2.6
4.75036,10.8025,-6.65,4,11.65,9,2.45
4.83437,10.7702,-6.63,4,11.8,9,2.6
4.91902,10.7396,-6.61,4,11.95,9,2.75
5.00425,10.7108,-6.59,4,12.1,9,2.9
5.09005,10.6836,-6.57,4,12.25,9,3.05
5.17637,10.6581,-6.55,4,12.4,9,3.2
5.26319,10.6344,-6.53,4,12.55,9,3.35
5.35046,10.6124,-6.51,4,12.7,9,3.5
5.43815,10.5922,-6.49,4,12.85,9,3.65
5.52624,10.5737,-6.47,4,13,9,3.8
5.56554,10.5662,-6.46,4,13.15,9,3.95
5.60492,10.5592,-6.45,4,13.3,9,4.1
5.64436,10.5526,-6.43,4,13.45,9,4.25
5.68393,10.5467,-6.41,4,13.6,9,4.4
5.72361,10.5417,-6.39,4,13.75,9,4.55
5.75344,10.5385,-6.37,4,13.9,9,4.7
5.78333,10.5359,-6.35,4,14.05,9,4.85
5.81326,10.5338,-6.33,4,14.2,9,5
5.84323,10.5324,-6.32,4,14.35,9,5.15
5.87321,10.5313,-6.31,4,14.5,9,5.3
5.9032,10.5305,-6.3,4,14.65,9,5.45
5.93319,10.53,-6.28,4,14.8,9,5.6
5.95319,10.5301,-6.27,4,14.95,9,5.75
5.97319,10.5304,-6.26,4,15.1,9,5.9
5.99318,10.5308,-6.25,4,15.25,9,6.05
6.01317,10.5315,-6.24,4,15.4,9,6.2
6.03315,10.5323,-6.23,4,15.55,9,6.35
6.05313,10.5334,-6.22,4,15.4,9,6.5
6.07309,10.5347,-6.21,4,15.25,9,6.65
6.09303,10.5361,-6.2,4,15.1,9,6.8
6.11296,10.5378,-6.19,4,14.95,9,6.95
6.13288,10.5397,-6.17,4,14.8,9,7.1
6.14281,10.5408,-6.16,4,14.65,9,7.25
6.15274,10.542,-6.15,4,14.5,9,7.4
6.16265,10.5433,-6.17,4,14.35,9,7.55
6.17258,10.5445,-6.19,4,14.2,9,7.4
6.18254,10.5454,-6.21,4,14.05,9,7.25
6.19251,10.5461,-6.23,4,13.9,9,7.1
6.2025,10.5467,-6.25,4,13.75,9,6.95
6.21249,10.547,-6.27,4,13.6,9,6.8
6.22249,10.5471,-6.29,4,13.45,9,6.65
6.23249,10.5471,-6.31,4,13.3,9,6.5
6.24249,10.5468,-6.29,4,13.15,9,6.35
6.25249,10.5467,-6.27,4,13,9,6.2
6.26249,10.5469,-6.25,4,12.85,9,6.05
6.27248,10.5472,-6.23,4,12.7,9,5.9
6.28247,10.5477,-6.21,4,12.55,9,5.75
6.29244,10.5485,-6.2,4,12.4,9,5.6
6.30241,10.5493,-6.19,4,12.25,9,5.45
6.31237,10.5502,-6.18,4,12.1,9,5.3
6.32231,10.5512,-6.15,4,11.95,9,5.15
6.33222,10.5526,-6.11,4,11.8,9,5
6.34207,10.5543,-6.07,4,11.65,9,4.85
6.35185,10.5564,-6.02,4,11.5,9,4.7
6.40978,10.572,-6.01,4,11.35,9,4.55
6.41941,10.5747,-5.92,4,11.5,9,4.4
6.46615,10.5925,-5.92,4,11.65,9,4.25
6.51289,10.6102,-5.92,4,11.8,9,4.1
6.55963,10.628,-5.92,4,11.95,9,3.95
6.60637,10.6458,-5.92,4,12.1,9,3.8
6.64376,10.66,-5.92,4,12.25,9,3.65
6.68115,10.6742,-5.92,4,12.4,9,3.5
6.71854,10.6884,-5.92,4,12.55,9,3.35
6.75593,10.7026,-5.92,4,12.7,9,3.2
6.79332,10.7168,-5.91,4,12.85,9,3.05
6.82125,10.7278,-5.91,4,13,9,2.9
6.84919,10.7387,-5.91,4,13.15,9,2.75
6.87712,10.7496,-5.91,4,13.3,9,2.6
6.90506,10.7606,-5.91,4,13.45,9,2.45
6.93299,10.7715,-5.91,4,13.6,9,2.6
6.96093,10.7824,-5.91,4,13.75,9,2.75
6.98886,10.7934,-5.9,4,13.9,9,2.9
7.00741,10.8009,-5.9,4,14.05,9,3.05
7.02596,10.8083,-5.9,4,14.2,9,3.2
7.04451,10.8158,-5.9,4,14.35,9,3.35
7.06306,10.8233,-5.9,4,14.5,9,3.5
7.08161,10.8308,-5.9,4,14.65,9,3.65
7.10016,10.8383,-5.9,4,14.8,9,3.8
7.11871,10.8457,-5.9,4,14.95,9,3.95
7.13726,10.8532,-5.9,4,15.1,9,4.1
7.15581,10.8607,-5.89,4,15.25,9,4.25
7.16505,10.8645,-5.89,4,15.4,9,4.4
7.17428,10.8683,-5.89,4,15.55,9,4.55
7.18352,10.8722,-5.89,4,15.4,9,4.7
7.19276,10.876,-5.89,4,15.25,9,4.85
7.20199,10.8798,-5.89,4,15.1,9,5
7.21123,10.8837,-5.89,4,14.95,9,5.15
7.22047,10.8875,-5.89,4,14.8,9,5.3
7.2297,10.8913,-5.89,4,14.65,9,5.45
7.23894,10.8952,-5.89,4,14.5,9,5.6
7.24818,10.899,-5.89,4,14.35,9,5.75
7.25741,10.9028,-5.89,4,14.2,9,5.9
7.26665,10.9067,-5.89,4,14.05,9,6.05
7.27589,10.9105,-5.89,4,13.9,9,6.2
7.28512,10.9143,-5.89,4,13.75,9,6.35
7.29436,10.9181,-5.89,4,13.6,9,6.5
7.3036,10.922,-5.89,4,13.45,9,6.65
7.31283,10.9258,-5.89,4,13.3,9,6.8
7.32207,10.9296,-5.89,4,13.15,9,6.95
7.33131,10.9335,-5.88,4,13,9,7.1
7.34051,10.9374,-5.86,4,12.85,9,7.25
7.34962,10.9415,-5.83,4,12.7,9,7.4
7.35862,10.9459,-5.93,4,12.55,9,7.55
7.368,10.9493,-6.03,4,12.4,9,7.4
7.37768,10.9518,-6.13,4,12.25,9,7.25
7.38756,10.9534,-6.23,4,12.1,9,7.1
7.39755,10.9539,-6.33,4,11.95,9,6.95
7.40754,10.9534,-6.43,4,11.8,9,6.8
7.41743,10.952,-6.53,4,11.65,9,6.65
7.42713,10.9495,-6.63,4,11.5,9,6.5
7.43653,10.9461,-6.73,4,11.35,9,6.35
7.44555,10.9418,-6.83,4,11.5,9,6.2
7.45409,10.9366,-6.93,4,11.65,9,6.05
7.46207,10.9306,-7.03,4,11.8,9,5.9
7.46941,10.9238,-7.13,4,11.95,9,5.75
7.47603,10.9163,-7.23,4,12.1,9,5.6
7.48188,10.9082,-7.33,4,12.25,9,5.45
7.48688,10.8995,-7.43,4,12.4,9,5.3
7.49099,10.8904,-7.53,4,12.55,9,5.15
7.49418,10.8809,-7.63,4,12.7,9,5
7.4964,10.8712,-7.73,4,12.85,9,4.85
7.49764,10.8613,-7.76,4,13,9,4.7
7.49857,10.8513,-7.79,4,13.15,9,4.55
7.49921,10.8413,-7.81,4,13.3,9,4.4
7.49965,10.8313,-7.83,4,13.45,9,4.25
7.49989,10.8213,-7.85,4,13.6,9,4.1
7.49993,10.8113,-7.86,4,13.75,9,3.95
7.49987,10.8013,-7.86,4,13.9,9,3.8
7.49981,10.7913,-7.86,4,14.05,9,3.65
7.49975,10.7813,-7.86,4,14.2,9,3.5
7.49969,10.7713,-7.86,4,14.35,9,3.35
7.49963,10.7613,-7.86,4,14.5,9,3.2
7.49957,10.7513,-7.86,4,14.65,9,3.05
7.49951,10.7413,-7.86,4,14.8,9,2.9
7.49945,10.7313,-7.86,4,14.95,9,2.75
7.49939,10.7213,-7.86,4,15.1,9,2.6
7.49933,10.7113,-7.86,4,15.25,9,2.45
7.49927,10.7013,-7.86,4,15.4,9,2.6
7.49921,10.6913,-7.86,4,15.55,9,2.75
7.49915,10.6813,-7.86,4,15.4,9,2.9
7.49909,10.6713,-7.86,4,15.25,9,3.05
7.49903,10.6613,-7.86,4,15.1,9,3.2
7.49897,10.6513,-7.86,4,14.95,9,3.35
7.49891,10.6413,-7.86,4,14.8,9,3.5
7.49885,10.6313,-7.86,4,14.65,9,3.65
7.49879,10.6213,-7.86,4,14.5,9,3.8
7.49873,10.6113,-7.86,4,14.35,9,3.95
7.49867,10.6013,-7.86,4,14.2,9,4.1
7.49861,10.5913,-7.86,4,14.05,9,4.25
7.49855,10.5813,-7.86,4,13.9,9,4.4
7.49849,10.5713,-7.86,4,13.75,9,4.55
7.49843,10.5613,-7.86,4,13.6,9,4.7
7.49837,10.5513,-7.86,4,13.45,9,4.85
7.49831,10.5413,-7.86,4,13.3,9,5
7.49825,10.5313,-7.86,4,13.15,9,5.15
7.49819,10.5213,-7.86,4,13,9,5.3
7.49813,10.5113,-7.86,4,12.85,9,5.45
7.49807,10.5013,-7.86,4,12.7,9,5.6
7.49801,10.4913,-7.86,4,12.55,9,5.75
7.49795,10.4813,-7.86,4,12.4,9,5.9
7.49789,10.4713,-7.86,4,12.25,9,6.05
7.49783,10.4613,-7.86,4,12.1,9,6.2
7.49777,10.4513,-7.86,4,11.95,9,6.35
7.49771,10.4413,-7.86,4,11.8,9,6.5
7.49765,10.4313,-7.86,4,11.65,9,6.65
7.49759,10.4213,-7.86,4,11.5,9,6.8
7.49753,10.4113,-7.86,4,11.35,9,6.95
7.49747,10.4013,-7.86,4,11.5,9,7.1
7.49741,10.3913,-7.86,4,11.65,9,7.25
7.49735,10.3813,-7.86,4,11.8,9,7.4
7.49729,10.3713,-7.86,4,11.95,9,7.55
7.49723,10.3613,-7.86,4,12.1,9,7.4
7.49717,10.3513,-7.86,4,12.25,9,7.25
7.49711,10.3413,-7.86,4,12.4,9,7.1
7.49705,10.3313,-7.86,4,12.55,9,6.95
7.49699,10.3213,-7.86,4,12.7,9,6.8
7.49693,10.3113,-7.86,4,12.85,9,6.65
7.49687,10.3013,-7.86,4,13,9,6.5
7.49681,10.2913,-7.86,4,13.15,9,6.35
7.49675,10.2813,-7.86,4,13.3,9,6.2
7.49669,10.2713,-7.86,4,13.45,9,6.05
7.49663,10.2613,-7.86,4,13.6,9,5.9
7.49657,10.2513,-7.86,4,13.75,9,5.75
7.49651,10.2413,-7.86,4,13.9,9,5.6
7.49645,10.2313,-7.86,4,14.05,9,5.45
7.49639,10.2213,-7.86,4,14.2,9,5.3
7.49633,10.2113,-7.86,4,14.35,9,5.15
7.49627,10.2013,-7.86,4,14.5,9,5
7.49621,10.1913,-7.86,4,14.65,9,4.85
7.49615,10.1813,-7.86,4,14.8,9,4.7
7.49609,10.1713,-7.86,4,14.95,9,4.55
7.49603,10.1613,-7.86,4,15.1,9,4.4
7.49597,10.1513,-7.86,4,15.25,9,4.25
7.49591,10.1413,-7.86,4,15.4,9,4.1
7.49585,10.1313,-7.86,4,15.55,9,3.95
7.49579,10.1213,-7.86,4,15.4,9,3.8
7.49573,10.1113,-7.86,4,15.25,9,3.65
7.49567,10.1013,-7.86,4,15.1,9,3.5
7.49561,10.0913,-7.86,4,14.95,9,3.35
7.49555,10.0813,-7.86,4,14.8,9,3.2
7.49549,10.0713,-7.86,4,14.65,9,3.05
7.49543,10.0613,-7.86,4,14.5,9,2.9
7.49537,10.0513,-7.86,4,14.35,9,2.75
7.49531,10.0413,-7.86,4,14.2,9,2.6
7.49525,10.0313,-7.86,4,14.05,9,2.45
7.49519,10.0213,-7.86,4,13.9,9,2.6
7.49513,10.0113,-7.86,4,13.75,9,2.75
7.49507,10.0013,-7.86,4,13.6,9,2.9
7.49501,9.99131,-7.86,4,13.45,9,3.05
7.49495,9.98131,-7.86,4,13.3,9,3.2
7.49489,9.97131,-7.86,4,13.15,9,3.35
7.49483,9.96131,-7.86,4,13,9,3.5
7.49477,9.95131,-7.86,4,12.85,9,3.65
7.49471,9.94131,-7.86,4,12.7,9,3.8
7.49465,9.93131,-7.86,4,12.55,9,3.95
7.49459,9.92131,-7.86,4,12.4,9,4.1
7.49453,9.91131,-7.86,4,12.25,9,4.25
7.49447,9.90131,-7.86,4,12.1,9,4.4
7.49441,9.89131,-7.86,4,11.95,9,4.55
7.49435,9.88131,-7.86,4,11.8,9,4.7
7.49429,9.87131,-7.86,4,11.65,9,4.85
7.49423,9.86131,-7.86,4,11.5,9,5
7.49417,9.85131,-7.86,4,11.35,9,5.15
7.49411,9.84131,-7.86,4,11.5,9,5.3
7.49405,9.83131,-7.86,4,11.65,9,5.45
7.49399,9.82131,-7.86,4,11.8,9,5.6
7.49393,9.81131,-7.86,4,11.95,9,5.75
7.49387,9.80131,-7.86,4,12.1,9,5.9
7.4938,9.79131,-7.86,4,12.25,9,6.05
7.49374,9.78131,-7.86,4,12.4,9,6.2
7.49368,9.77131,-7.86,4,12.55,9,6.35
7.49362,9.76131,-7.86,4,12.7,9,6.5
7.49356,9.75131,-7.86,4,12.85,9,6.65
7.4935,9.74131,-7.86,4,13,9,6.8
7.49344,9.73131,-7.86,4,13.15,9,6.95
7.49338,9.72131,-7.86,4,13.3,9,7.1
7.49332,9.71131,-7.86,4,13.45,9,7.25
7.49326,9.70131,-7.96,4,13.6,9,7.4
7.49221,9.69136,-7.95,4,13.75,9,7.55
7.49125,9.68141,-7.94,4,13.9,9,7.4
7.49039,9.67144,-7.93,4,14.05,9,7.25
7.48963,9.66147,-7.92,4,14.2,9,7.1
7.48897,9.6515,-7.91,4,14.35,9,6.95
7.48841,9.64151,-7.9,4,14.5,9,6.8
7.48795,9.63152,-7.89,4,14.65,9,6.65
7.48759,9.62153,-7.87999,4,14.8,9,6.5
7.48733,9.61153,-7.97999,4,14.95,9,6.35
7.48607,9.60161,-8.08,4,15.1,9,6.2
7.48383,9.59187,-8.05,4,15.25,9,6.05
7.48188,9.58206,-8.15,4,15.4,9,5.9
7.47897,9.57249,-8.11,4,15.55,9,5.75
7.47643,9.56282,-8.08,4,15.4,9,5.6
7.47419,9.55307,-8.05,4,15.25,9,5.45
7.47225,9.54326,-8.02,4,15.1,9,5.3
7.47059,9.5334,-7.99,4,14.95,9,5.15
7.46924,9.52349,-7.96,4,14.8,9,5
7.46818,9.51355,-7.94,4,14.65,9,4.85
7.46732,9.50359,-7.92,4,14.5,9,4.7
7.46666,9.49361,-7.9,4,14.35,9,4.55
7.4662,9.48362,-7.88,4,14.2,9,4.4
7.46594,9.47362,-7.86,4,14.05,9,4.25
7.46588,9.46362,-7.85,4,13.9,9,4.1
7.46592,9.45362,-7.84,4,13.75,9,3.95
7.46606,9.44362,-7.83,4,13.6,9,3.8
7.4663,9.43362,-7.82,4,13.45,9,3.65
7.46664,9.42363,-7.81,4,13.3,9,3.5
7.46708,9.41364,-7.79999,4,13.15,9,3.35
7.46762,9.40365,-7.78999,4,13,9,3.2
7.46826,9.39367,-7.77999,4,12.85,9,3.05
7.469,9.3837,-7.77999,4,12.7,9,2.9
7.46974,9.37373,-7.77999,4,12.55,9,2.75
7.47048,9.36376,-7.77999,4,12.4,9,2.6
7.47121,9.35378,-7.77999,4,12.25,9,2.45
7.47195,9.34381,-7.77999,4,12.1,9,2.6
7.47269,9.33384,-7.77999,4,11.95,9,2.75
7.47343,9.32387,-7.77999,4,11.8,9,2.9
7.47417,9.31389,-7.77999,4,11.65,9,3.05
7.47491,9.30392,-7.77999,4,11.5,9,3.2
7.47565,9.29395,-7.77999,4,11.35,9,3.35
7.47639,9.28398,-7.77999,4,11.5,9,3.5
7.47713,9.274,-7.77999,4,11.65,9,3.65
7.47787,9.26403,-7.77999,4,11.8,9,3.8
7.47861,9.25406,-7.77999,4,11.95,9,3.95
7.47934,9.24409,-7.77999,4,12.1,9,4.1
7.48008,9.23411,-7.77999,4,12.25,9,4.25
7.48082,9.22414,-7.77999,4,12.4,9,4.4
7.48156,9.21417,-7.77999,4,12.55,9,4.55
7.4823,9.2042,-7.77999,4,12.7,9,4.7
7.48304,9.19422,-7.77999,4,12.85,9,4.85
7.48378,9.18425,-7.77999,4,13,9,5
7.48452,9.17428,-7.77999,4,13.15,9,5.15
7.48526,9.16431,-7.77999,4,13.3,9,5.3
7.486,9.15433,-7.87999,4,13.45,9,5.45
7.48574,9.14434,-7.86999,4,13.6,9,5.6
7.48558,9.13434,-7.96999,4,13.75,9,5.75
7.48442,9.12441,-8.06999,4,13.9,9,5.9
7.48228,9.11464,-8.03999,4,14.05,9,6.05
7.48043,9.10481,-8.13999,4,14.2,9,6.2
7.4776,9.09522,-8.09999,4,14.35,9,6.35
7.47517,9.08552,-8.2,4,14.5,9,6.5
7.47178,9.07611,-8.14999,4,14.65,9,6.65
7.46886,9.06655,-8.10999,4,14.8,9,6.8
7.46633,9.05687,-8.06999,4,14.95,9,6.95
7.46418,9.0471,-8.02999,4,15.1,9,7.1
7.46243,9.03726,-7.99999,4,15.25,9,7.25
7.46098,9.02736,-7.96999,4,15.4,9,7.4
7.45982,9.01743,-7.93999,4,15.55,9,7.55
7.45896,9.00747,-7.90999,4,15.4,9,7.4
7.4584,8.99749,-7.88999,4,15.25,9,7.25
7.45804,8.98749,-7.86999,4,15.1,9,7.1
7.45788,8.97749,-7.84999,4,14.95,9,6.95
7.45792,8.96749,-7.82999,4,14.8,9,6.8
7.45816,8.9575,-7.81999,4,14.65,9,6.65
7.4585,8.9475,-7.80999,4,14.5,9,6.5
7.45894,8.93751,-7.79999,4,14.35,9,6.35
7.45948,8.92753,-7.78999,4,14.2,9,6.2
7.46012,8.91755,-7.77999,4,14.05,9,6.05
7.46086,8.90757,-7.76999,4,13.9,9,5.9
7.4617,8.89761,-7.75999,4,13.75,9,5.75
7.46264,8.88765,-7.74999,4,13.6,9,5.6
7.46367,8.87771,-7.74999,4,13.45,9,5.45
7.46471,8.86776,-7.74999,4,13.3,9,5.3
7.46575,8.85782,-7.74999,4,13.15,9,5.15
7.46679,8.84787,-7.74999,4,13,9,5
7.46783,8.83792,-7.74999,4,12.85,9,4.85
7.46886,8.82798,-7.74999,4,12.7,9,4.7
7.4699,8.81803,-7.74999,4,12.55,9,4.55
7.47094,8.80809,-7.74999,4,12.4,9,4.4
7.47198,8.79814,-7.74999,4,12.25,9,4.25
7.47302,8.78819,-7.74999,4,12.1,9,4.1
7.47406,8.77825,-7.74999,4,11.95,9,3.95
7.47509,8.7683,-7.74999,4,11.8,9,3.8
7.47613,8.75836,-7.74999,4,11.65,9,3.65
7.47717,8.74841,-7.74999,4,11.5,9,3.5
7.47821,8.73847,-7.74999,4,11.35,9,3.35
7.47925,8.72852,-7.84999,4,11.5,9,3.2
7.47929,8.71852,-7.94999,4,11.65,9,3.05
7.47833,8.70857,-8.04999,4,11.8,9,2.9
7.47638,8.69876,-8.14999,4,11.95,9,2.75
7.47346,8.68919,-8.24999,4,12.1,9,2.6
7.4696,8.67997,-8.34999,4,12.25,9,2.45
7.46485,8.67117,-8.44999,4,12.4,9,2.6
7.45923,8.6629,-8.36999,4,12.55,9,2.75
7.4543,8.6542,-8.29999,4,12.7,9,2.9
7.44998,8.64518,-8.22999,4,12.85,9,3.05
7.44631,8.63587,-8.16999,4,13,9,3.2
7.4432,8.62637,-8.10999,4,13.15,9,3.35
7.44067,8.6167,-8.05999,4,13.3,9,3.5
7.43863,8.60691,-8.00999,4,13.45,9,3.65
7.43707,8.59703,-7.95999,4,13.6,9,3.8
7.43601,8.58708,-7.91999,4,13.75,9,3.95
7.43535,8.57711,-7.87999,4,13.9,9,4.1
7.43509,8.56711,-7.84999,4,14.05,9,4.25
7.43513,8.55711,-7.81999,4,14.2,9,4.4
7.43547,8.54712,-7.78999,4,14.35,9,4.55
7.43611,8.53714,-7.76999,4,14.5,9,4.7
7.43695,8.52717,-7.74999,4,14.65,9,4.85
7.43799,8.51723,-7.72999,4,14.8,9,5
7.43923,8.5073,-7.70999,4,14.95,9,5.15
7.44066,8.49741,-7.69999,4,15.1,9,5.3
7.4422,8.48752,-7.68999,4,15.25,9,5.45
7.44383,8.47766,-7.67999,4,15.4,9,5.6
7.44556,8.46781,-7.66999,4,15.55,9,5.75
7.44739,8.45798,-7.66999,4,15.4,9,5.9
7.44922,8.44815,-7.66999,4,15.25,9,6.05
7.45105,8.43832,-7.66999,4,15.1,9,6.2
7.45288,8.42848,-7.66999,4,14.95,9,6.35
7.45471,8.41865,-7.66999,4,14.8,9,6.5
7.45654,8.40882,-7.66999,4,14.65,9,6.65
7.45837,8.39899,-7.66999,4,14.5,9,6.8
7.4602,8.38916,-7.66999,4,14.35,9,6.95
7.46203,8.37933,-7.66999,4,14.2,9,7.1
7.46386,8.3695,-7.66999,4,14.05,9,7.25
7.46569,8.35966,-7.76999,4,13.9,9,7.4
7.46652,8.3497,-7.86999,4,13.75,9,7.55
7.46636,8.3397,-7.96999,4,13.6,9,7.4
7.46521,8.32977,-7.93999,4,13.45,9,7.25
7.46435,8.31981,-7.91999,4,13.3,9,7.1
7.46369,8.30983,-7.89999,4,13.15,9,6.95
7.46323,8.29984,-7.87999,4,13,9,6.8
7.46297,8.28984,-7.85999,4,12.85,9,6.65
7.46291,8.27984,-7.83999,4,12.7,9,6.5
7.46305,8.26984,-7.93999,4,12.55,9,6.35
7.46219,8.25988,-8.03999,4,12.4,9,6.2
7.46034,8.25005,-7.99999,4,12.25,9,6.05
7.45888,8.24016,-7.96999,4,12.1,9,5.9
7.45773,8.23022,-7.93999,4,11.95,9,5.75
